,train,val,test
0,005,073,099
1,007,140,107
2,010,122,196
3,018,024,046
4,030,080,055
5,031,189,069
6,038,177,142
7,043,184,172
8,047,176,190
9,051,188,004
10,054,,
11,057,,
12,068,,
13,077,,
14,078,,
15,079,,
16,081,,
17,084,,
18,086,,
19,088,,
20,108,,
21,109,,
22,120,,
23,124,,
24,125,,
25,127,,
26,130,,
27,134,,
28,137,,
29,138,,
30,141,,
31,157,,
32,159,,
33,160,,
34,174,,
35,178,,
36,187,,
37,192,,
38,002,,
39,012,,
40,016,,
41,027,,
42,035,,
43,041,,
44,044,,
45,045,,
46,049,,
47,058,,
48,062,,
49,067,,
50,094,,
51,096,,
52,098,,
53,106,,
54,110,,
55,115,,
56,116,,
57,119,,
58,121,,
59,139,,
60,144,,
61,148,,
62,149,,
63,150,,
64,153,,
65,165,,
66,166,,
67,169,,
68,173,,
69,180,,
70,182,,
71,183,,
72,185,,
73,191,,
