,train,val,test
0,005,130,077
1,010,007,054
2,024,178,078
3,030,157,018
4,031,043,080
5,038,069,153
6,046,067,139
7,047,172,106
8,051,185,044
9,055,173,094
10,057,,
11,068,,
12,073,,
13,079,,
14,081,,
15,084,,
16,086,,
17,088,,
18,099,,
19,107,,
20,108,,
21,109,,
22,120,,
23,122,,
24,124,,
25,125,,
26,127,,
27,134,,
28,137,,
29,138,,
30,140,,
31,141,,
32,159,,
33,160,,
34,174,,
35,187,,
36,192,,
37,196,,
38,002,,
39,004,,
40,012,,
41,016,,
42,027,,
43,035,,
44,041,,
45,045,,
46,049,,
47,058,,
48,062,,
49,096,,
50,098,,
51,110,,
52,115,,
53,116,,
54,119,,
55,121,,
56,142,,
57,144,,
58,148,,
59,149,,
60,150,,
61,165,,
62,166,,
63,169,,
64,176,,
65,177,,
66,180,,
67,182,,
68,183,,
69,184,,
70,188,,
71,189,,
72,190,,
73,191,,
