,train,val,test
0,13955_0,13961_0,19668_0
1,13957_0,13961_1,26822_0
2,13960_0,13952_0,18839_0
3,13963_0,13952_1,26801_0
4,13963_1,26790_0,26815_0
5,13975_0,13983_0,26810_0
6,13980_0,13983_1,18844_0
7,13980_1,13983_2,26839_0
8,13980_2,13983_3,26846_0
9,18827_0,13979_0,13978_0
10,18827_1,26813_0,13978_1
11,18827_2,26797_0,18835_0
12,18832_0,26820_0,19678_0
13,18834_0,26803_0,19675_0
14,18837_0,13971_0,13953_0
15,18846_0,26788_0,13953_1
16,18849_0,26859_0,19671_0
17,18849_1,13964_0,
18,18849_2,18831_0,
19,18850_0,13962_0,
20,18850_1,13962_1,
21,18850_2,,
22,18851_0,,
23,18852_0,,
24,18853_0,,
25,19674_0,,
26,19676_0,,
27,19677_0,,
28,19680_0,,
29,19692_0,,
30,19693_0,,
31,19694_0,,
32,19697_0,,
33,19699_0,,
34,19700_0,,
35,26787_0,,
36,26791_0,,
37,26792_0,,
38,26794_0,,
39,26798_0,,
40,26799_0,,
41,26800_0,,
42,26802_0,,
43,26806_0,,
44,26807_0,,
45,26809_0,,
46,26811_0,,
47,26814_0,,
48,26816_0,,
49,26817_0,,
50,26819_0,,
51,26821_0,,
52,26823_0,,
53,26824_0,,
54,26825_0,,
55,26826_0,,
56,26828_0,,
57,26829_0,,
58,26831_0,,
59,26832_0,,
60,26833_0,,
61,26835_0,,
62,26837_0,,
63,26838_0,,
64,26841_0,,
65,26843_0,,
66,26844_0,,
67,26845_0,,
68,26847_0,,
69,26848_0,,
70,26849_0,,
71,26850_0,,
72,26851_0,,
73,26852_0,,
74,26853_0,,
75,26854_0,,
76,26855_0,,
77,26857_0,,
78,26860_0,,
79,13954_0,,
80,13958_0,,
81,13958_1,,
82,13958_2,,
83,13958_3,,
84,13959_0,,
85,13965_0,,
86,13965_1,,
87,13965_2,,
88,13966_0,,
89,13969_0,,
90,13969_1,,
91,13972_0,,
92,13972_1,,
93,13973_0,,
94,13973_1,,
95,13973_2,,
96,13974_0,,
97,13974_1,,
98,13976_0,,
99,13977_0,,
100,13977_1,,
101,13977_2,,
102,13981_0,,
103,13981_1,,
104,13982_0,,
105,18829_0,,
106,18830_0,,
107,18833_0,,
108,18836_0,,
109,18836_1,,
110,18838_0,,
111,18840_0,,
112,18840_1,,
113,18840_2,,
114,18840_3,,
115,18840_4,,
116,18840_5,,
117,18841_0,,
118,18841_1,,
119,18841_2,,
120,18842_0,,
121,18843_0,,
122,18843_1,,
123,18845_0,,
124,18847_0,,
125,18847_10,,
126,18847_1,,
127,18847_2,,
128,18847_3,,
129,18847_4,,
130,18847_5,,
131,18847_6,,
132,18847_7,,
133,18847_8,,
134,18847_9,,
135,18848_0,,
136,18848_1,,
137,18848_2,,
138,18848_3,,
139,18848_4,,
140,18848_5,,
141,18848_6,,
142,19667_0,,
143,19669_0,,
144,19672_0,,
145,19681_0,,
146,19684_0,,
147,19685_0,,
148,19686_0,,
149,19689_0,,
150,19690_0,,
151,19691_0,,
152,19695_0,,
153,19696_0,,
154,19698_0,,
155,26789_0,,
156,26793_0,,
157,26795_0,,
158,26796_0,,
159,26804_0,,
160,26805_0,,
161,26808_0,,
162,26812_0,,
163,26834_0,,
164,26842_0,,
165,26858_0,,
